step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
7,2,418477.87,02138448723,41848.13,0.0,0716442925,1051.0,4271358.73,0,0
7,1,718.01,0575802668,0.0,0.0,4404123675,0.0,0.0,0,0
7,5,131620.78,0708676185,12.0,131632.78,0625647461,62.0,0.0,0,0
7,3,362901.1,01688160502,131632.78,0.0,01842297286,553945.0,0.0,0,0
7,1,1629.49,01452675620,164837.0,163207.51,42108368453,0.0,0.0,0,0
7,3,21098.49,0998380779,81092.0,59993.51,01803078638,9239.0,401570.48,0,0
7,2,596861.13,0633611157,11085.0,0.0,01487669283,0.0,2349962.91,0,0
7,1,2595.74,01126502971,51925.0,49329.26,41729666324,0.0,0.0,0,0
7,1,1423.77,01284962384,78851.0,77427.23,41212855004,0.0,0.0,0,0
7,1,5855.0,0588633380,2810.0,0.0,44594799,0.0,0.0,0,0
7,1,4395.13,02070487119,7040.0,2644.87,41713942956,0.0,0.0,0,0
7,1,3056.74,01796863160,411081.0,408024.26,41527523536,0.0,0.0,0,0
7,1,9224.19,01775571110,50901.0,41676.81,41246984673,0.0,0.0,0,0
7,1,9910.66,01858856999,2138.0,0.0,41421547398,0.0,0.0,0,0
7,1,13328.07,0363494807,0.0,0.0,41147634354,0.0,0.0,0,0
7,1,1360.26,01969012937,22077.0,20716.74,42035805891,0.0,0.0,0,0
7,1,6657.95,01071080123,20716.74,14058.78,41197282785,0.0,0.0,0,0
7,1,926.8,01419038539,14058.78,13131.99,4309527276,0.0,0.0,0,0
7,1,2570.57,0380991651,13131.99,10561.42,4971543945,0.0,0.0,0,0
7,1,11885.08,01265957736,10561.42,0.0,41100670088,0.0,0.0,0,0
7,1,17856.71,02086141048,0.0,0.0,432406182,0.0,0.0,0,0
7,1,32217.84,01831693896,0.0,0.0,42063956417,0.0,0.0,0,0
7,1,14509.94,0955444965,0.0,0.0,41253804055,0.0,0.0,0,0
7,1,16182.91,01289936934,0.0,0.0,4486097674,0.0,0.0,0,0
7,3,8627.32,0861078454,19946.0,11318.68,0464345779,8216.0,16843.32,0,0
7,1,11557.22,0633261819,11318.68,0.0,42122774970,0.0,0.0,0,0
7,1,3441.54,0682693747,162001.93,158560.4,455897184,0.0,0.0,0,0
7,1,4542.02,01347298279,158560.4,154018.38,4432819069,0.0,0.0,0,0
7,1,11826.26,0964609723,31599.0,19772.74,4493689368,0.0,0.0,0,0
7,1,1781.37,01008554825,68185.0,66403.63,41198612500,0.0,0.0,0,0
7,1,1758.53,0150285663,3870.0,2111.47,42101169027,0.0,0.0,0,0
7,3,247202.14,0728553590,2111.47,0.0,01894575391,290799.0,3443379.49,0,0
7,1,10993.97,01733393615,1102.0,0.0,41181690543,0.0,0.0,0,0
7,1,7066.28,01368985778,12062.0,4995.72,4486264223,0.0,0.0,0,0
7,1,1597.69,01881177547,50715.0,49117.31,41327831858,0.0,0.0,0,0
7,1,12578.89,01444974308,20753.0,8174.11,4343221898,0.0,0.0,0,0
7,1,7552.5,01741217770,620095.0,612542.5,45485738,0.0,0.0,0,0
7,1,12437.6,01381391850,3651.0,0.0,41865052252,0.0,0.0,0,0
7,2,183353.82,01320998364,15424.0,0.0,02033711470,30487.0,370146.12,0,0
7,1,6914.33,01398263365,100295.0,93380.67,4864973000,0.0,0.0,0,0
7,1,14566.99,0261770869,10682.0,0.0,4656439407,0.0,0.0,0,0
7,3,106696.42,01256767272,273874.0,167177.58,0899625985,0.0,0.0,0,0
7,1,12036.09,0178298509,59943.0,47906.91,41460961354,0.0,0.0,0,0
7,1,15254.81,01943239111,59441.0,44186.19,42085456234,0.0,0.0,0,0
7,1,5171.45,01922507928,44186.19,39014.74,432701520,0.0,0.0,0,0
7,1,8764.29,01770500328,39014.74,30250.45,42039575147,0.0,0.0,0,0
7,1,6154.87,0845756965,30250.45,24095.58,4611270724,0.0,0.0,0,0
7,1,37966.19,01891345617,24095.58,0.0,446891655,0.0,0.0,0,0
7,1,1823.64,02038966505,0.0,0.0,4658193148,0.0,0.0,0,0
7,1,17732.61,0168529894,0.0,0.0,41418394522,0.0,0.0,0,0
7,1,6086.05,01828540034,0.0,0.0,4317683003,0.0,0.0,0,0
7,1,24010.95,01145941055,0.0,0.0,41201199367,0.0,0.0,0,0
7,1,5129.98,01100420648,0.0,0.0,4674821516,0.0,0.0,0,0
7,1,7720.75,020814048,0.0,0.0,47092513,0.0,0.0,0,0
7,1,24417.71,02041796946,0.0,0.0,4373839741,0.0,0.0,0,0
7,1,1596.65,02078226380,0.0,0.0,4446409895,0.0,0.0,0,0
7,1,8605.28,02030112623,0.0,0.0,4765873293,0.0,0.0,0,0
7,1,21485.65,0793083810,0.0,0.0,41761345657,0.0,0.0,0,0
7,1,17379.67,0435622014,50281.0,32901.33,4103474665,0.0,0.0,0,0
7,2,101702.35,035005153,13187.0,0.0,01525409936,0.0,122617.61,0,0
7,2,135457.75,0182523154,55242.0,0.0,01761865559,298.0,0.0,0,0
7,1,2471.35,0733249744,71914.0,69442.65,42053123554,0.0,0.0,0,0
7,1,8422.75,01238505829,69899.0,61476.25,41268374728,0.0,0.0,0,0
7,1,11394.26,01151625067,177.0,0.0,41062227232,0.0,0.0,0,0
7,1,9748.98,01720738462,61028.0,51279.02,41667931416,0.0,0.0,0,0
7,1,7384.43,068301089,57223.0,49838.57,4966153678,0.0,0.0,0,0
7,1,5989.35,01551320304,15756.0,9766.65,41807913019,0.0,0.0,0,0
7,1,3513.37,02118926171,369.0,0.0,41979657593,0.0,0.0,0,0
7,1,1449.51,0323594226,17066.0,15616.49,41819651816,0.0,0.0,0,0
7,1,5966.08,01943859930,52100.0,46133.92,42135199037,0.0,0.0,0,0
7,1,8099.75,0560775952,14401.0,6301.25,41622092603,0.0,0.0,0,0
7,1,13349.59,01953587158,1094.0,0.0,4788994304,0.0,0.0,0,0
7,1,1765.14,01748249523,10361.0,8595.86,41901798269,0.0,0.0,0,0
7,1,5029.66,0254434671,189.0,0.0,4418548371,0.0,0.0,0,0
7,1,4175.13,01364349837,12027.0,7851.87,42033893905,0.0,0.0,0,0
7,1,11127.83,0614873468,71.0,0.0,4680302953,0.0,0.0,0,0
7,1,9811.01,01795254734,43655.86,33844.85,41141114101,0.0,0.0,0,0
7,1,4744.71,01375516880,33844.85,29100.14,4502740055,0.0,0.0,0,0
7,1,1403.05,02111336766,73575.0,72171.95,4429908444,0.0,0.0,0,0
7,1,3623.9,0764538887,99649.0,96025.1,4165690478,0.0,0.0,0,0
7,1,5105.78,0932183533,371.65,0.0,41366850497,0.0,0.0,0,0
7,1,6307.03,01934342177,0.0,0.0,42076240234,0.0,0.0,0,0
7,1,6089.98,0862458730,252367.25,246277.27,4568119477,0.0,0.0,0,0
7,3,125848.94,0267976223,246277.27,120428.33,01262016786,197147.0,198601.85,0,0
7,1,11417.42,01930415411,11335.0,0.0,41012603,0.0,0.0,0,0
7,2,183250.54,01192313527,70463.93,0.0,01474120649,33659.0,23013.03,0,0
7,1,9033.48,0265376844,0.0,0.0,445770448,0.0,0.0,0,0
7,1,15391.21,02044025175,0.0,0.0,4882685984,0.0,0.0,0,0
7,1,5344.68,0829090251,0.0,0.0,41614251472,0.0,0.0,0,0
7,1,1849.5,0863725408,0.0,0.0,41652003991,0.0,0.0,0,0
7,1,6680.39,070589859,0.0,0.0,41483739632,0.0,0.0,0,0
7,1,55428.87,0811085305,0.0,0.0,41859503177,0.0,0.0,0,0
7,1,2360.01,01109460021,0.0,0.0,4445018640,0.0,0.0,0,0
7,1,14698.7,01807790940,0.0,0.0,4729273825,0.0,0.0,0,0
7,1,24679.38,01639803926,0.0,0.0,41208124611,0.0,0.0,0,0
7,1,9910.63,0649499852,0.0,0.0,4863737126,0.0,0.0,0,0
7,1,10398.97,0959222403,0.0,0.0,41708408313,0.0,0.0,0,0
7,1,5520.0,02002179451,0.0,0.0,4409713682,0.0,0.0,0,0
7,1,27692.14,01158581526,0.0,0.0,432594875,0.0,0.0,0,0
7,1,5932.33,01078832115,0.0,0.0,492472516,0.0,0.0,0,0
7,1,9668.49,0877944671,0.0,0.0,41072948973,0.0,0.0,0,0
7,1,10001.98,0315408595,0.0,0.0,4259277674,0.0,0.0,0,0
7,1,13398.36,0432819068,0.0,0.0,4967311910,0.0,0.0,0,0
7,1,12621.55,01293322136,0.0,0.0,41624564291,0.0,0.0,0,0
7,1,210.53,0456708750,0.0,0.0,41652054781,0.0,0.0,0,0
7,1,6190.95,0455813997,0.0,0.0,41546257585,0.0,0.0,0,0
7,1,1340.43,022741272,0.0,0.0,4567544956,0.0,0.0,0,0
7,1,344.36,01667640168,0.0,0.0,41868932153,0.0,0.0,0,0
7,1,4391.24,0913259276,10982.54,6591.3,4936994385,0.0,0.0,0,0
7,3,262672.42,01706440361,6591.3,0.0,01746150957,896262.61,262823.5,0,0
7,1,8554.38,0665850442,369.0,0.0,41749613291,0.0,0.0,0,0
7,4,344.21,0341832285,157002.0,156657.79,01298177219,11985.0,1618631.97,0,0
7,3,55194.12,01082694913,1092234.24,1037040.13,01874138331,39991.0,0.0,0,0
7,1,6438.9,01728967960,1037040.13,1030601.23,41220400304,0.0,0.0,0,0
7,1,525.05,0588978912,41526.0,41000.95,4662698775,0.0,0.0,0,0
7,1,1609.73,0793935829,1996.0,386.27,4158086875,0.0,0.0,0,0
7,1,1422.34,01927012620,308533.0,307110.66,4707005187,0.0,0.0,0,0
7,1,9432.75,0372536645,158275.29,148842.54,42122732470,0.0,0.0,0,0
7,1,7189.68,01408769771,148842.54,141652.86,41502509956,0.0,0.0,0,0
7,1,7914.03,01814410157,59980.0,52065.97,4552748668,0.0,0.0,0,0
7,1,6063.01,0862854095,304486.0,298422.99,4420877437,0.0,0.0,0,0
7,3,153144.67,01492087849,15769.0,0.0,01384149246,85.0,379333.69,0,0
7,1,554.0,01780226286,20416.0,19862.0,4703579649,0.0,0.0,0,0
7,1,10256.74,015960765,59997.59,49740.85,4597616822,0.0,0.0,0,0
7,1,3329.48,0701452099,49740.85,46411.37,42118605749,0.0,0.0,0,0
7,5,16519.75,01660784802,13056.0,29575.75,01165313953,21188.0,0.0,0,0
7,1,16686.2,0913448723,29575.75,12889.56,41704262601,0.0,0.0,0,0
7,1,20466.78,0558538301,12889.56,0.0,4800875062,0.0,0.0,0,0
7,1,14203.29,0160463445,106788.0,92584.71,41259897373,0.0,0.0,0,0
7,1,7755.2,01054234165,40114.0,32358.8,41916222987,0.0,0.0,0,0
7,2,669084.89,02030022858,0.0,0.0,0772070337,177.0,0.0,0,0
7,1,60.43,02012798370,0.0,0.0,42073250454,0.0,0.0,0,0
7,1,7580.45,0807396489,3330.0,0.0,4904100768,0.0,0.0,0,0
7,3,263974.26,071808371,0.0,0.0,01479813516,1144030.53,0.0,0,0
7,3,99856.81,01700890775,57270.0,0.0,0425298744,210074.0,0.0,0,0
7,1,1755.87,0714408734,14863.0,13107.13,467453847,0.0,0.0,0,0
7,1,101.17,01037079113,13163.0,13061.83,41411158100,0.0,0.0,0,0
7,5,151302.46,01444144186,13061.83,164364.29,0124540047,164382.42,448443.01,0,0
7,5,74505.02,02024021140,164364.29,238869.31,0266418454,230459.06,262948.58,0,0
7,5,161921.01,01105169171,238869.31,400790.32,0194746285,303190.22,1404489.37,0,0
7,5,85577.0,01911631180,400790.32,486367.32,0571113365,214712.0,2153659.33,0,0
7,5,113473.1,0948581756,486367.32,599840.42,01016689071,510797.8,1024005.37,0,0
7,5,289265.88,01620237893,599840.42,889106.29,0225852166,406114.12,877929.84,0,0
7,5,163977.62,01571313239,889106.29,1053083.91,0251557282,262886.0,0.0,0,0
7,5,149191.37,0625708003,1053083.91,1202275.28,01554565380,4623223.51,6064917.71,0,0
7,5,59165.64,01283685347,1202275.28,1261440.93,0630085121,68121.0,0.0,0,0
7,5,205706.27,0982906048,1261440.93,1467147.2,0474166728,458419.0,0.0,0,0
7,5,28574.65,0630200107,1467147.2,1495721.85,0155439298,47857.0,119022.01,0,0
7,5,144622.22,01560118505,1495721.85,1640344.07,0507538622,243068.85,1235736.09,0,0
7,5,374922.95,0192323830,1640344.07,2015267.02,0705265015,571518.57,55845.9,0,0
7,5,23722.03,0508585644,2015267.02,2038989.06,01272615921,41933.0,165549.74,0,0
7,5,30298.33,0995885826,2038989.06,2069287.39,0182755121,41108.0,0.0,0,0
7,5,404005.91,0196481612,2069287.39,2473293.3,0952610115,614013.78,278135.86,0,0
7,5,310596.85,0897151708,2473293.3,2783890.15,01916720513,6216828.05,1.47113266597,0,0
7,5,64066.57,0679544793,2783890.15,2847956.72,0448070390,277977.86,0.0,0,0
7,5,108986.55,01931367896,2847956.72,2956943.27,0582320549,392888.22,1382676.85,0,0
7,5,1616.62,01216421253,2956943.27,2958559.89,01153015561,61878.0,0.0,0,0
7,5,33835.65,0907045339,2958559.89,2992395.54,01917485266,68064.0,131113.01,0,0
7,5,145318.21,0378478351,2992395.54,3137713.75,01634190383,341084.81,323327.96,0,0
7,5,56235.69,0389953683,3137713.75,3193949.44,01334973394,982743.75,1421615.52,0,0
7,5,289223.26,01460888260,3193949.44,3483172.69,0716442925,419528.87,4271358.73,0,0
7,5,318745.03,01660454732,3483172.69,3801917.72,01286084959,8619500.76,1.295976597,0,0
7,5,295593.63,0216107899,3801917.72,4097511.35,02072030256,533278.0,0.0,0,0
7,5,294780.75,01795014868,4097511.35,4392292.1,02040603986,835237.21,1930179.38,0,0
7,5,285175.44,0640977421,4392292.1,4677467.54,0170899621,8388500.85,1.04642088797,0,0
7,5,126439.01,013679456,4677467.54,4803906.55,0571113365,129135.0,2153659.33,0,0
7,5,596591.06,015352402,4803906.55,5400497.61,0306206744,7933666.96,9637803.63,0,0
7,5,399940.03,076929531,5400497.61,5800437.64,012793273,1658746.09,1918654.56,0,0
7,5,268956.71,0116608902,5800437.64,6069394.35,0935612756,642103.28,0.0,0,0
7,5,51820.92,066973571,6069394.35,6121215.27,0459857341,63753.27,542963.38,0,0
7,5,320905.06,01364710780,6121215.27,6442120.33,0686592713,585907.0,1989877.01,0,0
7,5,363839.83,02066191532,6442120.33,6805960.15,01636786811,8802349.55,1.4456269997,0,0
7,5,155227.78,01739881265,6805960.15,6961187.93,01606102556,156236.0,0.0,0,0
7,5,162067.21,0190386611,6961187.93,7123255.14,01054542265,298063.0,62643.02,0,0
7,5,65263.35,01691011473,7123255.14,7188518.49,078614515,103921.0,14037.66,0,0
7,5,244271.65,0596616016,7188518.49,7432790.14,0495071437,499524.0,48172.64,0,0
7,5,67429.95,01738947043,7432790.14,7500220.09,0141213117,467181.0,0.0,0,0
7,5,40603.91,0607217709,7500220.09,7540824.0,0861720625,361538.38,1752674.41,0,0
7,5,177185.16,0369470331,7540824.0,7718009.16,0391734039,353919.0,1058251.57,0,0
7,5,312892.4,01221464008,7718009.16,8030901.56,0811597470,428593.84,150792.03,0,0
7,5,81117.65,0519134739,8030901.56,8112019.21,01191924243,174354.81,2268.8,0,0
7,5,254214.97,0825114080,8112019.21,8366234.18,0470217116,986103.34,6821434.41,0,0
7,1,1701.79,0181081805,415068.0,413366.21,4851703827,0.0,0.0,0,0
7,1,5599.03,0651573662,943.0,0.0,41717027225,0.0,0.0,0,0
7,1,10751.83,0888721120,731888.38,721136.55,4433502988,0.0,0.0,0,0
7,1,4877.32,0240876385,721136.55,716259.23,41457006650,0.0,0.0,0,0
7,2,22525.72,0606434255,28949.0,6423.28,023426726,11170.0,33695.72,0,0
7,1,343.0,0134722204,29046.0,28703.0,41565675662,0.0,0.0,0,0
7,1,17254.98,01255946982,28703.0,11448.02,41172865913,0.0,0.0,0,0
7,1,5062.79,01892571658,11448.02,6385.23,41071096509,0.0,0.0,0,0
7,1,6658.5,0343389355,103.0,0.0,4352652823,0.0,0.0,0,0
7,1,8186.21,0387516599,105868.0,97681.79,4366580387,0.0,0.0,0,0
7,1,6932.46,01017298527,22008.0,15075.54,423755370,0.0,0.0,0,0
7,1,7668.61,01583973952,10792.0,3123.39,4125590436,0.0,0.0,0,0
7,3,461957.47,0772103506,3123.39,0.0,0667346055,1.09507710397,1.71321065397,0,0
7,1,16126.86,02087640018,555004.24,538877.38,41856440729,0.0,0.0,0,0
7,1,3057.27,0191090322,538877.38,535820.11,4252247393,0.0,0.0,0,0
7,2,1076787.83,095553305,6013.0,0.0,01628737580,0.0,875254.1,0,0
7,1,3264.48,01401892343,57647.0,54382.52,41175289418,0.0,0.0,0,0
7,1,13704.19,0245784607,16634.63,2930.44,4465118237,0.0,0.0,0,0
7,1,11442.69,0838025736,2930.44,0.0,4471962962,0.0,0.0,0,0
7,1,9868.99,0565880913,29888.0,20019.01,41936849335,0.0,0.0,0,0
7,1,11367.51,01480136403,20019.01,8651.5,41218610051,0.0,0.0,0,0
7,1,3318.06,01018053350,100187.0,96868.94,41089386629,0.0,0.0,0,0
7,1,3593.09,01349624261,18427.0,14833.91,4202612435,0.0,0.0,0,0
7,1,8325.58,01122260165,10468.0,2142.42,42004608652,0.0,0.0,0,0
7,1,2155.15,0710479407,40273.0,38117.85,4976025777,0.0,0.0,0,0
7,1,385.52,01510916429,817776.41,817390.89,41919484678,0.0,0.0,0,0
7,1,5335.17,0270750482,817390.89,812055.72,41301792983,0.0,0.0,0,0
7,1,22267.84,01639935105,13569.0,0.0,41542726275,0.0,0.0,0,0
7,1,67.4,01363497260,9343.0,9275.6,4577239715,0.0,0.0,0,0
7,1,11153.33,0942035210,9275.6,0.0,41111264439,0.0,0.0,0,0
7,1,16526.51,0965437933,0.0,0.0,4614739613,0.0,0.0,0,0
7,2,338528.85,0771785986,596.0,0.0,01917105166,73945.0,0.0,0,0
7,1,10803.8,0142601537,104646.0,93842.2,41784228258,0.0,0.0,0,0
7,2,150938.41,01871454898,480626.37,329687.96,0378081024,33175.17,828631.98,0,0
7,3,181040.62,01166967508,329687.96,148647.34,01207178960,244764.74,240727.2,0,0
7,3,112522.86,0845966017,5033.0,0.0,02029310301,3843.6,1315451.65,0,0
7,1,6526.51,0291193111,50702.0,44175.49,4525101116,0.0,0.0,0,0
7,1,11879.57,0778420515,2438.87,0.0,42131663948,0.0,0.0,0,0
7,3,131956.33,0882260291,0.0,0.0,071555810,960188.98,318323.43,0,0
7,3,27773.14,01214753381,0.0,0.0,01185567380,151360.0,36565.34,0,0
7,3,332545.08,01208686227,0.0,0.0,0935808590,1.48334126997,1.83816687397,0,0
7,3,331392.9,01139543842,0.0,0.0,01220897602,766023.0,1.03889042297,0,0
7,3,54306.51,01186298429,0.0,0.0,0909295153,9634191.29,1.09462930697,0,0
7,3,82870.06,0871678988,0.0,0.0,01982740534,106408.0,319066.74,0,0
7,3,227626.61,0593228655,0.0,0.0,01504109395,3418216.56,4324988.42,0,0
7,3,264388.17,015564089,0.0,0.0,0405881980,392128.01,3078509.79,0,0
7,3,444890.24,01835305867,0.0,0.0,0151400576,652206.97,1276550.33,0,0
7,3,452538.24,02015749775,0.0,0.0,01423992712,9689179.38,1.38033337297,0,0
7,3,222036.14,068788847,0.0,0.0,0767544292,584155.28,46364.32,0,0
7,3,79673.72,01870005088,0.0,0.0,0455218098,402202.0,0.0,0,0
7,3,158784.29,0646444502,0.0,0.0,0798678484,2084795.89,3249604.9,0,0
7,3,37094.63,01908506135,0.0,0.0,0832279283,47921.23,231746.48,0,0
7,3,30447.35,0948084890,0.0,0.0,02013091073,49766.0,0.0,0,0
7,3,138227.14,01739639273,0.0,0.0,01917105166,412473.85,0.0,0,0
7,3,146219.48,02122361228,0.0,0.0,01956477953,295226.09,0.0,0,0
7,3,77053.84,080433549,0.0,0.0,0599726537,343211.0,528200.34,0,0
7,3,58569.06,0694200318,0.0,0.0,0311662903,81606.0,0.0,0,0
7,3,159440.74,01216273594,0.0,0.0,01333404258,251171.0,0.0,0,0
7,3,87959.21,0868860144,0.0,0.0,01141049797,176335.0,1404288.87,0,0
7,3,143107.12,01842391101,0.0,0.0,0978740207,796258.35,1428005.14,0,0
7,3,65563.08,01101249838,0.0,0.0,01070146065,200766.0,457426.18,0,0
7,3,335382.77,02131112620,0.0,0.0,01671179293,892123.47,686937.33,0,0
7,3,188489.01,037069820,0.0,0.0,01891834647,192391.91,193463.03,0,0
7,1,2409.17,01791783623,106984.0,104574.83,4911931517,0.0,0.0,0,0
7,1,15617.71,02013736776,82.0,0.0,41468156407,0.0,0.0,0,0
7,1,16176.38,01590772618,16928.0,751.62,41059705149,0.0,0.0,0,0
7,1,1767.63,02115359999,33768.0,32000.37,4991819579,0.0,0.0,0,0
7,2,604352.69,01870933697,33404.0,0.0,01347890180,567.0,85026.63,0,0
7,2,590514.54,0517323317,292.0,0.0,0459857341,11932.35,542963.38,0,0
7,1,691.79,01312241468,51833.0,51141.21,4440903150,0.0,0.0,0,0
7,1,19561.89,01425764929,19043.0,0.0,41741451001,0.0,0.0,0,0
7,1,398.37,0271924203,0.0,0.0,4930776278,0.0,0.0,0,0
7,1,3541.89,0949784834,0.0,0.0,41008966478,0.0,0.0,0,0
7,1,9040.9,091227458,0.0,0.0,41724869902,0.0,0.0,0,0
7,1,1479.04,0981984340,20651.0,19171.96,4450814369,0.0,0.0,0,0
7,1,11579.41,0520203693,9924.0,0.0,437422174,0.0,0.0,0,0
7,4,321.94,0119268617,29829.0,29507.06,01930765902,21325.0,7789.39,0,0
7,2,1292069.69,01780862882,29507.06,0.0,02011996123,1906158.59,9264344.9,0,0
7,2,906937.39,02027645838,0.0,0.0,0988138425,983714.0,4310701.91,0,0
7,2,1286043.09,0572037439,0.0,0.0,01778801068,8845846.7,1.18358429297,0,0
7,2,875962.31,02054357976,0.0,0.0,0665576141,6465767.14,1.47863002297,0,0
7,2,854862.16,01047497707,0.0,0.0,01787868648,2818361.27,1.51280768797,0,0
7,2,991772.38,0499847347,0.0,0.0,0935808590,1.51659577797,1.83816687397,0,0
7,2,36511.67,02080154452,0.0,0.0,0942226723,41308.0,0.0,0,0
7,2,89962.38,0426971696,0.0,0.0,0373928166,216056.69,20427.19,0,0
7,2,859671.84,01526854182,0.0,0.0,0248609774,6893798.07,1.30338710297,0,0
7,2,107763.89,0503988093,0.0,0.0,0755355682,108139.0,349159.65,0,0
7,2,1259217.34,015915499,0.0,0.0,0248609774,7753469.9,1.30338710297,0,0
7,2,432170.15,026323287,0.0,0.0,01797686173,503754.86,1474093.6,0,0
7,2,486523.99,01431694209,0.0,0.0,0872592585,532138.2,2265853.97,0,0
7,2,343369.3,0451663745,0.0,0.0,01621383518,596283.34,1190896.64,0,0
7,2,11494.72,0205551798,0.0,0.0,01181733275,340262.0,54458.08,0,0
7,2,334693.87,09941880,0.0,0.0,01262822392,2.09375874997,2.26414712497,0,0
7,2,249214.41,02061785352,0.0,0.0,01894575391,538001.14,3443379.49,0,0
7,1,16402.42,01048043018,930.0,0.0,4838698170,0.0,0.0,0,0
7,1,7333.18,0206368142,0.0,0.0,41413011734,0.0,0.0,0,0
7,1,5250.74,01421859349,30.0,0.0,4154819692,0.0,0.0,0,0
7,1,1230.02,01651630168,43.0,0.0,41880323433,0.0,0.0,0,0
7,1,3549.46,01524004364,101344.0,97794.54,430709766,0.0,0.0,0,0
7,1,2593.54,01816845124,102034.0,99440.46,4127488921,0.0,0.0,0,0
7,1,7130.15,01846944624,21132.0,14001.85,41260880412,0.0,0.0,0,0
7,1,5768.58,01905127623,6844.14,1075.56,41011183860,0.0,0.0,0,0
7,1,3983.5,01662507439,1075.56,0.0,4349667507,0.0,0.0,0,0
7,1,24372.22,0172118310,0.0,0.0,4496452170,0.0,0.0,0,0
7,1,12346.77,01083194102,0.0,0.0,41751836751,0.0,0.0,0,0
7,1,28752.07,01891196677,0.0,0.0,41469830730,0.0,0.0,0,0
7,1,13500.44,0379392453,0.0,0.0,4688565193,0.0,0.0,0,0
7,1,17245.64,0326207642,0.0,0.0,4449918264,0.0,0.0,0,0
7,1,18237.43,01681661086,0.0,0.0,4412399411,0.0,0.0,0,0
7,1,8324.48,0129948131,146097.0,137772.52,4341136601,0.0,0.0,0,0
7,2,632033.35,0277443105,20218.0,0.0,01982828534,0.0,1912526.2,0,0
7,5,126554.51,0756638252,641869.0,768423.51,01465478513,355575.89,225167.61,0,0
7,1,11298.54,01553586093,20795.0,9496.46,41649714043,0.0,0.0,0,0
7,1,457.98,0966253930,27893.0,27435.02,41601818742,0.0,0.0,0,0
7,1,2151.9,01297043595,16664.0,14512.1,4172457250,0.0,0.0,0,0
7,1,1671.51,0230464909,26148.0,24476.49,4475465260,0.0,0.0,0,0
7,1,1809.19,0724289061,50546.0,48736.81,4439619599,0.0,0.0,0,0
7,2,736191.4,01938667057,20973.0,0.0,01317731757,28330.5,322519.15,0,0
7,3,284510.68,01464838154,0.0,0.0,0914293025,1626497.83,2755264.61,0,0
7,2,403951.98,0580933160,46689.0,0.0,01491676195,432942.54,1800557.56,0,0
7,1,21279.54,0414096923,20968.0,0.0,4101490433,0.0,0.0,0,0
7,1,1618.51,0740915250,34526.0,32907.49,4211315337,0.0,0.0,0,0
7,3,135777.06,01621783367,13707.0,0.0,085102332,5827.0,537185.56,0,0
7,1,5633.53,045882564,106491.0,100857.47,41706232905,0.0,0.0,0,0
7,1,8043.74,0716238420,14864.0,6820.26,4431194126,0.0,0.0,0,0
7,1,10847.12,02072769984,11557.0,709.88,4111640508,0.0,0.0,0,0
7,1,4723.68,0726201202,709.88,0.0,4788444645,0.0,0.0,0,0
7,1,1849.5,0176119823,0.0,0.0,4924365923,0.0,0.0,0,0
7,1,1352.48,01537675921,133732.0,132379.52,42999709,0.0,0.0,0,0
7,1,6619.93,01898160783,20748.0,14128.07,465715044,0.0,0.0,0,0
7,1,7170.13,01614418450,25017.0,17846.87,4240460453,0.0,0.0,0,0
7,1,4439.76,01645141562,10027.0,5587.24,4879323268,0.0,0.0,0,0
7,1,12161.05,083056281,11049.0,0.0,4596905128,0.0,0.0,0,0
7,1,864.58,0939518446,72516.0,71651.42,41210944221,0.0,0.0,0,0
7,1,5002.39,01450461919,223.0,0.0,41434906101,0.0,0.0,0,0
7,1,10024.04,0503242290,12391.0,2366.96,4958514226,0.0,0.0,0,0
7,1,13935.69,01299661691,0.0,0.0,4796718693,0.0,0.0,0,0
7,1,4972.6,01150857974,0.0,0.0,41932525059,0.0,0.0,0,0
7,2,440301.55,070518662,504530.0,64228.45,01149273771,43356.24,6347068.5,0,0
7,1,7923.33,01278416571,57533.0,49609.67,41295844041,0.0,0.0,0,0
7,1,7263.01,01106125451,24345.0,17081.99,41698825479,0.0,0.0,0,0
7,1,1502.27,0831537626,167574.47,166072.19,4345908843,0.0,0.0,0,0
7,3,62061.61,0617915401,166072.19,104010.58,01474120649,216909.54,23013.03,0,0
7,1,10747.39,01372317609,51024.0,40276.61,41659302619,0.0,0.0,0,0
7,2,350127.97,0128855442,31737.82,0.0,0726762476,70682.37,255127.82,0,0
7,3,12128.6,0106636674,0.0,0.0,050317758,15956.0,0.0,0,0
7,1,11447.89,0136539215,49404.0,37956.11,41560688570,0.0,0.0,0,0
7,3,183075.73,0724714293,101418.0,0.0,0221632586,82748.0,0.0,0,0
7,1,3234.9,01947866340,0.0,0.0,41732796220,0.0,0.0,0,0
7,1,10323.89,0194977672,1043.0,0.0,4848154149,0.0,0.0,0,0
7,1,437.52,0370430372,40472.0,40034.48,4855657957,0.0,0.0,0,0
7,1,12291.98,01074820946,40034.48,27742.5,4472933779,0.0,0.0,0,0
7,1,2670.82,0681418432,856.0,0.0,4432243027,0.0,0.0,0,0
7,1,8374.12,01521147870,169199.0,160824.88,41168717285,0.0,0.0,0,0
7,4,181.78,025610254,11034.0,10852.22,043121577,232.0,0.0,0,0
7,1,9711.88,080353396,99936.0,90224.12,4143815452,0.0,0.0,0,0
